Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
REN_ALVEOLAR_RHABDOMYOSARCOMA_DN,397,0.471541781,1.614710807,1.07E-06,0.000794247,0.000707403,4123,"tags=29%, list=16%, signal=25%",Egfr/Timp1/Tnfrsf12a/Tgfbi/Sphk1/Pxdc1/Anxa1/Loxl2/Bmp1/Mrc2/Rab11fip5/Col1a1/Tmem45a/Ptx3/Igfbp3/Tgfb1/Tm4sf1/Plaur/Clic4/Uck2/Il13ra1/Mmp2/Ecm1/Ell2/Mfge8/Bdnf/Scpep1/Cd248/Rhoc/Itgbl1/Nnmt/Pcolce/Inhba/Tmem43/Steap1/Rab31/Igfbp6/Elk3/Plat/Sec24d/Emp1/Thbs1/Fap/Tgfbr2/Atp10d/Arl4c/Igfbp7/Ly6e/Tspo/Ap1s1/Clic1/Klf6/Fndc3b/Uap1/Tpm4/Vcan/Plau/Zyx/Plscr3/Tnfrsf11b/Hebp2/Prr13/Lox/Smtn/Fhl2/Atp10a/Kdelr3/Ptges/Fxyd5/Rhbdf1/Thbs2/Col5a1/S100a10/Pdxk/Itga5/Vopp1/Ehd1/Pdgfc/Tagln2/Cltb/Rras/Fzd2/Cttn/Sema3c/Gsn/Smad3/Osbpl3/Avpi1/Anxa2/Nt5e/Lpp/Lgals8/Dusp14/Plod1/Mcub/Tpst2/Cemip/Necap2/Ftsj1/Rftn1/Skap2/Coq10b/Dusp1/Lman1/Ssh1/Ngf/Efemp1/Gnb3/Dram1/Vkorc1/Cavin1/Vat1/Adam10/Serp1
FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,288,0.499741125,1.681689206,1.10E-06,0.000794247,0.000707403,4322,"tags=30%, list=16%, signal=26%",Atf3/Tubb6/Csf1/Itpkc/Gadd45a/Rin1/Col7a1/Lce1f/Serpine1/Ier5/Pmaip1/Phlda3/Prdm1/Sfn/Cdkn1a/Dnai3/S100a2/Trib1/Mfge8/Apod/Eda2r/H2bc14/Lpxn/Sesn2/Arhgap42/Wdr81/Mdm2/Aen/Arap1/Ccng1/Pard6b/Traf4/Igfbp7/Trim30a/Mfap3l/Bbc3/Mast4/Cdc42se1/Rgma/Slc9a1/Triap1/Mbd5/Vcan/Cobll1/Prkab1/Slc25a45/Eid2b/Igdcc4/H2bc15/Astn2/Fchsd2/Fam210b/H2bc18/Sertad1/Scrib/Rrad/Tspan11/Rnf19b/Micall1/Gpc1/Btg1/Orai3/Rcbtb1/Susd6/Tsku/Pidd1/Tepsin/Apaf1/Smad3/Spata18/Rps27l/Lmna/Dusp14/Bhlhe40/Zc3hav1/Trim34a/Tnfaip8/Ppp4r3a/Pard6g/Dram1/Blcap/Ptp4a1/Tet2/Prkab2/Dnajb5/Rap2b/Marchf8
WU_CELL_MIGRATION,169,0.563961794,1.827336887,1.11E-06,0.000794247,0.000707403,2995,"tags=34%, list=11%, signal=31%",Tubb6/Sox9/Crybg1/Tgfbi/Loxl2/Fosl1/Gata3/Serpine1/Fbln1/Podxl/Tmem30b/Igfbp3/Tm4sf1/Rgs20/Epcam/Sfn/Mapk13/Lgals3/Snai2/S100a2/Krt17/Ctsh/Nnmt/Igf2bp2/St14/Eps8/Cldn7/Mt2/Lama3/Plin2/Col18a1/Rab31/Plac8/Igfbp6/Cxcl1/Anxa8/Thbs1/Adamts1/Slc27a2/Arl4c/Igfbp7/Jup/Glul/Nmu/Vcan/Slpi/Mt1/Vim/Ptges/Arhgap29/Hmga2/Arhgdib/Trim29/Aqp3/Rac2/Pdgfc/S100a14/Emp3
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,191,0.554419881,1.809148834,1.13E-06,0.000794247,0.000707403,2893,"tags=32%, list=11%, signal=29%",Cx3cr1/Egfr/Inhbb/Tnfrsf12a/Csf1/Clcf1/Tnfrsf14/Il2rb/Il6/Il1r1/Cxcl16/Il17ra/Tgfb1/Plekho2/Tnfrsf8/Cxcr2/Il13ra1/Tnfsf14/Eda2r/Ccl21a/Ccr2/Relt/Il6ra/Il4ra/Inhba/Il20rb/Il21/Cxcl12/Ccl11/Cxcl1/Ccr5/Tgfbr2/Flt1/Lepr/Ccl19/Il15/Csf2rb2/Il24/Csf3r/Tnfrsf1b/Il9r/Il1b/Il17b/Acvr1/Inhbc/Il2rg/Tnfrsf11b/Cxcl9/Tgfbr1/Ccr3/Bmpr1b/Cxcl14/Acvr2b/Lta/Il20/Bmp7/Crlf2/Il15ra/Ngfr/Pdgfc/Acvr1b
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION,411,0.470364501,1.61074338,1.63E-06,0.001101468,0.000981032,3581,"tags=26%, list=14%, signal=23%",Gal/Sox11/Adam8/Anxa1/Clcf1/Fgl2/Gata3/Tnfrsf14/Trbc2/Il6/Irs2/Tgfb1/Pla2g2d/Prdm1/Nod2/Bst1/Cdkn1a/Bmp4/Lgals3/Casp3/Il27/Nfkbiz/Tnfsf14/Ager/Spn/Tnip2/Ccl21a/Ccr2/Il4ra/Inhba/Irf4/Il20rb/Il21/Arg1/Ptprc/H2-T23/Dpp4/Tyro3/Tarm1/Rif1/Igf2/Slc15a4/Nfam1/Rasal3/Tgfbr2/Erbb2/Ighg3/Ripk3/Malt1/Sh3kbp1/Ccl19/Il15/Lst1/Foxp3/Vcam1/Tnfrsf1b/Cgas/Il1b/Gnrh1/Cblb/Lck/Mad2l2/Lgals1/Pycard/Btla/Pglyrp3/Ripk2/Dlg5/Sit1/Stat5b/Fgl1/Zbtb16/Wnt3a/Sh3rf1/Grb2/Gli3/Scrib/Zfp335/Pcid2/Cd38/Peli1/Dusp10/Clec7a/Rac2/Ap3d1/Spta1/Glmn/Mndal/Pirb/Shh/Cd274/Cd5/Shld2/Thy1/Parp3/Cebpb/Egr3/Foxn1/Bloc1s3/Nsd2/Sart1/Pnp2/Akt1/Pawr/Myd88/Atp11c
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP,121,0.599464546,1.867794079,2.01E-06,0.001316191,0.001172277,1971,"tags=30%, list=7%, signal=28%",Sprr1a/Adam8/Serpinb1a/Xdh/Il6/Cyp27b1/Chst2/Plaur/Prdm1/Socs3/Nfkbiz/Krt6a/Trim47/Tnfsf14/Dusp4/Inhba/Tubb3/Cfb/Adrb2/Stat5a/Cdc42ep2/Ifitm1/Rhov/Krt24/Plat/Cxcl1/AA467197/Saa1/Il1b/Osbp2/Ifitm3/Vnn3/C1rb/Tuba1c/S100a8/Bcl3
MEBARKI_HCC_PROGENITOR_FZD8CRD_UP,466,0.447332276,1.54285188,2.23E-06,0.001410841,0.001256578,3617,"tags=29%, list=14%, signal=26%",Atf3/Tubb6/Kif22/Batf3/Lmo7/Prc1/Nek2/Ildr2/Troap/H4c18/Slc7a5/Cdcp1/Cyth4/Ccnb1/Cdc6/Fam111a/Stk32b/Krt80/Fscn1/Sfn/Anxa3/Dmbx1/Tnfrsf8/H4c17/Thsd1/H4c4/Tcf19/H4c9/H2bc14/Arsi/Mis18bp1/Lmnb1/Chek2/Knstrn/Ackr3/Chek1/H3c8/Nkain1/Nrgn/Cdk1/Sgo1/Rad54b/Garem2/Pola2/Hmmr/Gng4/Plat/Cdca3/Cdc7/Usb1/Rbl1/Jpt1/Tk1/Cenpn/Trim59/Traip/Tacc3/Ccdc80/Espl1/Spc24/Arhgef39/H4c12/Cdca8/Fkbpl/2610028H24Rik/Cep97/Crispld2/Mms22l/Ncapg/Gtse1/Cep55/Pak6/Wrap53/Tpx2/Adora2b/9130401M01Rik/H3c15/Pdlim3/Plekho1/Arhgef2/Gprc5a/Tuba1c/Ccsap/Fmnl3/H4c8/H2bc15/Hirip3/Haus8/Tle3/Coro1c/E2f1/Rangap1/Bard1/Arnt2/Smtn/H2ac7/G2e3/H2bc18/Ect2/Qrfpr/Kpna2/Vim/Pacc1/Micall1/Hmga2/Hk1/Lama1/Timeless/H2ax/Chrna5/Sh3gl3/Ppp1r18/Kifc5b/Kif20a/Oxgr1/Ddah1/Cenpl/Nup155/Cse1l/Adam12/Ccnf/Gabpb1/Nt5e/Tcof1/Nsd2/Zyg11a/Exo1/Creb5/H4c14/Mcub/Shcbp1/Mcm5/Pde1c/Tmem40/Slamf7/Nup93
GOMF_HORMONE_ACTIVITY,89,0.64029601,1.930183885,2.39E-06,0.001447424,0.001289161,2503,"tags=33%, list=10%, signal=30%",Crh/Gal/Inhbb/Nts/Vgf/Adm2/Pthlh/Ucn/Metrnl/Grp/Inhba/Adcyap1/Insl6/Npy/Hcrt/Enho/Pomc/Igf2/C1qtnf9/Adm/Pmch/Gnrh1/Inhbc/Tg/Sct/Pth/Gcg/Cort/Lhb
GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_UP,174,0.547667889,1.778570677,2.44E-06,0.001447424,0.001289161,4161,"tags=39%, list=16%, signal=33%",Atf3/Csf1/Phlda1/Tgif1/Srxn1/Fosl1/Pmaip1/Chac1/Spag5/Il1r1/Plaur/Cdkn1a/Trib1/Ell2/Tnfsf14/Dusp4/Ly9/Tmem217/Mapk6/Cnst/Inhba/Phgdh/Sesn2/Jun/Hecw2/Txnrd1/Cxcl1/Cradd/Adm/Sgk1/Rgcc/Csrnp1/Tlnrd1/Gprc5a/Gla/Zbtb21/Usp12/Nrip3/Slco4a1/Lrrc8b/Sgms2/Fnip2/Abl2/Mt1/Rrad/Snupn/Egr1/Spp1/Dusp5/Klhl21/Cebpb/Egr3/S1pr3/Mafk/Pnp2/Klhl6/Ets2/Stard8/Usp53/Thbd/Coq10b/Dusp1/Ptp4a1/Plcxd1/Tbc1d2/Slc3a2/Snapc1
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN,149,0.572742169,1.82571541,2.59E-06,0.001489806,0.001326908,1742,"tags=28%, list=7%, signal=26%",Tubb6/Kif22/Anxa1/Prc1/Tgif1/Serpine1/Lum/Nek2/Troap/Ccnb2/Spag5/Ccnb1/Fam111a/Ube2c/Apod/Pdgfd/Mis18bp1/Lmnb1/Chek2/Knstrn/Grin2a/Cdk1/Sgo1/Phgdh/Hmmr/Poc1a/Cdca3/Tk1/Ncaph/Trim59/Traip/Emp1/Tacc3/Espl1/Nsun7/Cdca8/Brip1/Gtse1/Vcam1/Rftn2/Tpx2/Map7d3
GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN,184,0.549480875,1.787387644,2.82E-06,0.001575716,0.001403425,3952,"tags=33%, list=15%, signal=28%",Timp1/Smim3/Stom/Fosl2/Serpine1/Lum/Casp6/Pfkfb4/Cela1/Rhoq/Myo10/1700025G04Rik/Nfkbiz/Ecm1/Gadd45g/Tnfsf14/Vill/Inhba/Mt2/Lpxn/Il21/Tmem43/Cysltr1/Rnh1/Plac8/Mdm2/Arap1/Dach2/Chd7/Traf1/Etv6/Fndc3a/Malt1/Parp16/Ddit3/Ppm1j/Zbtb21/Ptprk/Rnf149/Bcl3/Carhsp1/Sertad1/Ppp1r3b/Sh3rf1/Vim/Gmfg/Sh3glb1/Pold4/Rab11fip1/Rnd1/Sgip1/Slamf1/Anxa2/Klhl6/Bcl2l15/Fau/Skap2/Paqr8/Arel1/Cpd/Rab26
KEGG_RIBOSOME,84,0.637907759,1.904443781,2.91E-06,0.001575716,0.001403425,8205,"tags=85%, list=31%, signal=58%",Rpl35/Rps15a/Rpl7a/Rpl24/Rps27l/Rpl3l/Fau/Rpl17/Rpl22l1/Rpl13/Rpl36al/Rplp0/Rpl12/Rps26/Rps4x/Rpl31/Rps13/Rpl21/Rpl32/Rps19/Rpl18/Rps2/Rps17/Rplp2/Rpl9/Rps16/Rps8/Rpl37a/Rps11/Rps3a1/Rps18/Rps7/Rps3/Uba52/Rpl35a/Rpl5/Rps23/Rpl6/Rpl30/Rpl38/Rpl15/Rpl27/Rpl11/Rpl19/Rpl29/Rps15/Rpl8/Rps29/Rpsa/Rpl10/Rps5/Rpl26/Rpl7/Rps24/Rpl14/Rps10/Rpl10a/Rpl36/Rpl23a/Rplp1/Rpl13a/Rps27a/Rps28/Rps6/Rpl22/Rpl28/Rps12/Rpl18a/Rps20/Rps25/Rpl4
BUSSLINGER_ESOPHAGEAL_LATE_SUPRABASAL_CELLS,129,0.587317949,1.847893848,3.17E-06,0.00165688,0.001475714,3402,"tags=34%, list=13%, signal=30%",Sprr1a/Tubb6/Serpinb1a/Anxa1/Sdc1/Mall/Hspb1/Cdkn1a/Lgals3/S100a11/Krt6a/Ell2/Dsc2/Sprr1b/Krt4/Cdkn2b/Serpinb2/Dhrs1/Gbp9/Fmo2/Jup/Tspo/Dmkn/Fam3b/Slpi/Tuba1c/S100a8/Dsg3/Gjb2/Arpc2/Krt13/S100a10/Trim29/Aqp3/Ivl/Cltb/S100a14/Egr1/Tmsb4x/Lynx1/Niban2/Gsn/Tmsb10/Anxa2
REACTOME_KERATINIZATION,136,0.576612442,1.820514878,3.23E-06,0.00165688,0.001475714,3429,"tags=23%, list=13%, signal=20%",Sprr1a/Lce1f/Tchh/Krt76/Krt80/Krt17/Krt6a/Dsc2/Sprr1b/St14/Krt4/Pkp2/Krt16/Krtap4-16/Dsg4/Krt24/Flg/Jup/Krt2/Krt73/Krt79/Dsg3/Lce6a/Krt13/Ivl/Krt14/Prss8/Lelp1/Dsc1/Lipk/Krt71
LI_INDUCED_T_TO_NATURAL_KILLER_UP,283,0.498241522,1.674312416,3.53E-06,0.001761059,0.001568502,3790,"tags=33%, list=14%, signal=28%",Cx3cr1/Tubb6/Crybg1/Batf3/Fosl2/Ltb4r1/Cish/Tes/Trf/Plekho2/Cdkn1a/Lgals3/Nfil3/Cd244a/S100a11/1700025G04Rik/Cd63/Gadd45g/Serpina3m/Tiam1/Fes/Nrgn/Cdkn2b/Sh3bp2/Plpp2/Serp2/Ifitm1/Ifi30/Ccng1/Pilrb2/Ccr5/Emp1/Traf1/Dcxr/Evi2a/AA467197/Rab3d/Mvp/Hgfac/H1f2/Tspo/Glipr2/Sgk1/Ifitm3/Tent5a/Lgals1/Tuba1c/Zbtb32/Tnfrsf11b/Cxcl9/Slc24a3/Otulin/Coro1c/Aqp9/Prr13/Ncf4/Sertad1/Fhl2/Lat2/Lta/Mt1/Vim/Fxyd5/Scimp/Smco4/Rnf19b/Itgb7/S100a10/Jaml/Gpc1/Cdkn2a/Dennd4a/Egr1/Avil/Spp1/Mlkl/Niban2/Dusp5/Nfkb1/Osbpl3/Pim3/Egr3/Lmna/Anxa2/Nt5e/Bhlhe40/Slamf7/Tpst2/Cd52/Ftl1/Ank/Prr7
CHICAS_RB1_TARGETS_GROWING,219,0.516729161,1.701759,3.77E-06,0.001833483,0.001633007,3476,"tags=30%, list=13%, signal=26%",Has2/Crybg1/Prss12/Corin/Lum/Nek2/Slc1a4/Slfn9/Fbln1/Casp6/Ccnb2/Ptx3/Eif4ebp1/Ccnb1/Igfbp3/Ano1/Lrrc15/Anxa3/1700025G04Rik/Cers6/Pdgfd/Pcolce/Slc14a1/Tifa/Fignl1/Nrgn/Phgdh/Cxcl12/Hmmr/Dcn/Asns/Rif1/Mcm6/Cdc7/Nfxl1/Fap/Ccdc80/Cdca8/Nav2/Msh6/Psat1/Pck2/Gtse1/Ankrd13a/Tpx2/Pcdh7/C1rb/Aldh1l2/Lrrc17/Ticam2/Impa2/Syne3/Kcnma1/Smarcc1/Cdkn2a/Lsm2/Timeless/Rarres1/Egr1/Kif20a/Shmt2/S1pr3/Lmna/Nsd2/Tbl1xr1
HU_FETAL_RETINA_FIBROBLAST,365,0.46997749,1.597625305,4.13E-06,0.001956823,0.001742861,3774,"tags=29%, list=14%, signal=25%",Tubb6/Has2/Egfr/Timp1/Cyp26a1/Tgfbi/Loxl2/Stom/Bmp1/Lum/Flrt3/Mrc2/Fbln1/Cfi/Col1a1/Sdc1/Cmtm3/Fam111a/Clic4/Fst/Socs3/Snai2/S100a11/Lpar6/Mmp2/Nfkbiz/Prrx1/Cd248/Apod/Rhoc/Pcolce/Tmem119/Eps8/Six2/Mt2/Cxcl12/Jun/Cpxm1/Cebpd/Ddr2/Aebp1/Alx4/Dcn/H2-T23/Igfbp6/Elk3/Sec24d/Lamc3/Igf2/Scara5/Ccdc80/Cped1/Igfbp7/Ly6e/Dock1/Cyba/Ephb4/Clic1/Rhoj/Ifitm3/Dlc1/Tpm4/Vcan/Flna/Lgals1/C1rb/Lrrc17/Sting1/Frmd6/Tbx18/Smtn/Sertad1/Fosb/Fxyd5/Clmp/Glt8d2/Arhgap29/Hmga2/B2m/Col5a1/Col27a1/S100a10/Angpt1/Itga5/Lama1/Kctd15/Eva1b/Tcf4/Igfbp5/Egr1/Emp3/Itgb1/Ccnl1/Thy1/Smad3/Lamb2/S1pr3/Anxa2/Creb5/Ets2/Col1a2/Esam/Tjp1/Ramp2/Notch2/Edn3/Mdk
PID_P53_DOWNSTREAM_PATHWAY,124,0.591166167,1.842295222,4.31E-06,0.001993699,0.001775705,3821,"tags=36%, list=15%, signal=31%",Atf3/Egfr/Gadd45a/Serpine1/Pmaip1/Casp6/Tgfa/Ccnb1/Igfbp3/Prdm1/Sfn/Cdkn1a/Snai2/Mmp2/S100a2/Jun/Dkk1/Col18a1/Mdm2/Ccng1/Bbc3/Rgcc/Triap1/Vcan/Ppm1j/Prkab1/Pycard/Afp/E2f1/Map4k4/Foxa1/Pms2/Nfyc/Spp1/Pidd1/Apaf1/Dusp5/Ctsd/Cse1l/E2f2/Rps27l/Hdac2/Ep300/Bcl2l2/Dusp1
MODULE_84,485,0.441896625,1.527655442,5.26E-06,0.002377685,0.002117705,3787,"tags=29%, list=14%, signal=25%",Cx3cr1/Tgfbi/Anxa1/Fgl2/Stom/Bmp1/Serpine1/Gzmb/Mpo/Acp5/Sdc1/Il2rb/Il6/Cyth4/Il1r1/Cxcl16/Igfbp3/Plekho2/Tnfaip6/Fst/St6galnac4/Cdkn1a/Lgals3/Pde2a/S100a11/Gna15/Abca1/Kcnq3/Apod/Nnmt/Pcolce/Ccl21a/Cd247/Il4ra/Krt4/Selplg/Basp1/Cchcr1/Nrgn/Itgam/Cxcl12/Ptprc/Lama3/Aebp1/Plin2/Rab31/Plac8/H2-T23/Rnase6/Adh1/Cybb/Ackr1/Ccl11/Ifi30/Cxcl1/Pfkfb3/Adm/Adam19/Tgfbr2/Mx2/Pde4b/Ighg3/Evi2a/Ccl19/Atp2a3/Igfbp7/Trim30a/Ptprcap/Lst1/Cyba/Pira2/Cd79a/Csf3r/Vcam1/Tnfrsf1b/Cyp1b1/Il1b/Psd4/Vwf/Vcan/Ikzf1/Lck/Plau/Slpi/Spib/Plekho1/Zyx/Il2rg/Nnat/S100a8/Dnase1l3/Cxcl9/Sit1/Ctss/Spsb1/Aqp9/Smtn/Per1/Ncf4/Atp4a/Dock2/Alox5ap/Itpr1/Trpv2/C2/Fam214b/B2m/Itgb7/Gmfg/Arhgdib/Trim29/Ngfr/Rbm38/Rac2/Arhgdig/Clec3b/Itpr3/Krt14/St3gal5/Emp3/Mndal/Pirb/Sla/Spp1/Def6/Mat1a/Slc15a2/Ccnf/Ikbkg/Cfd/Orm2/Col1a2/Hcls1/Cd52/A2m/Ramp2/Plec/Trim34a/Mdk/Slco2b1/Tnfaip8
KIM_WT1_TARGETS_UP,211,0.522327093,1.71547292,5.58E-06,0.002460153,0.002191156,3346,"tags=30%, list=13%, signal=26%",Wt1/Sox9/Tnfrsf12a/Sphk1/Csf1/Itpkc/Fosl1/Fosl2/Serpine1/Lamb3/Arc/Ptx3/Tm4sf1/Plaur/Pthlh/Sfn/Rras2/Snai2/Krt17/Trib1/Cers6/Hpgds/Sprr1b/Il4ra/Tet3/Inhba/Tiam1/Rab15/Enc1/Igf2/Chd7/Thbs1/Gtf2ird1/Rab40b/Msh6/Csrnp2/Sgk1/Cdc42se1/Pcdh7/Slpi/Traf3/Zyx/Card10/Fhl2/Senp5/Atp13a3/Cdh2/Arhgap29/Smco4/Map3k9/Hmga2/Tmc6/Ucp2/Spata2l/Egr1/St3gal5/Csdc2/Eno2/Dusp5/Nfkb1/Smad3/Zeb1/Cd44
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,378,0.460581008,1.572986772,6.15E-06,0.002504999,0.002231098,3576,"tags=30%, list=14%, signal=27%",Trim15/Adam8/Sphk1/Anxa1/Gata3/Serpine1/Lum/Tnfrsf14/Slc7a5/Htr2b/Il6/Il1r1/Il17ra/Tgfb1/Pla2g1b/Hspb1/Nod2/Ulbp1/Mapk13/Ucn/Tnfrsf8/Cd244a/Il27/Ager/Spn/Ccr2/Il6ra/Ly9/Il4ra/Irf4/Raet1e/Il20rb/Adcyap1/Il21/Mcoln2/Ptprc/Heg1/Nlrp12/H2-T23/Mapk14/Casp8/Ffar3/Rora/Nfam1/Thbs1/Pde4b/Malt1/Ccl19/Il15/Cyba/Pira2/Fermt1/Foxp3/Rab7b/Ddit3/Saa1/Mavs/Polr3c/Lrrfip1/Cyp1b1/Cgas/Il1b/Adra2a/Ly96/Rgcc/Slc11a1/Trim6/Il17b/Arhgef2/Siglecg/Pycard/Sting1/Ripk2/Bcl3/Stat5b/Il16/C3/Lta/Riok3/Dhx9/Wnt3a/Scimp/Scrib/Hilpda/Lilra5/Crlf2/B2m/Peli1/Akirin2/Clec7a/Hk1/Dhx33/Creb1/Gsdmd/Agt/Tlr8/Glmn/Hsp90aa1/Egr1/Mapkapk2/Mndal/Pirb/Cd274/Jak2/Lbp/Nfkb1/Smad3/Cebpb/Frmd8/Cebpg/Hspa1b/Hdac2/Map3k7/Myd88/Orm2
HUMMERICH_SKIN_CANCER_PROGRESSION_UP,83,0.63734374,1.90393585,6.19E-06,0.002504999,0.002231098,3642,"tags=41%, list=14%, signal=35%",Adam8/Tnfrsf12a/Serpinb1a/Rin1/Col7a1/Col1a1/Il17ra/Epcam/Cdkn1a/Rhoc/Il4ra/Mt2/Krt16/Cpxm1/Col18a1/Gcgr/Casp8/Cyba/Vcam1/Saa1/Ifitm3/Pycard/Prkcsh/Rcan1/Mt1/Thbs2/Itga5/Gpihbp1/Itgb1/Ctsd/Cd44/Ccnf/Col1a2/Smad1
GSE17721_0.5H_VS_24H_CPG_BMDC_DN,199,0.52355252,1.710002549,6.37E-06,0.002504999,0.002231098,3717,"tags=30%, list=14%, signal=26%",Cx3cr1/Procr/Slc28a2b/Serpine1/Slc15a3/Slfn9/Acp5/Slc28a2/Dnmt3l/Abcc3/Rhoq/Akr1b8/Mmp2/Uhrf1bp1/Ell2/Abca1/Fyb/Igf2bp2/Tmem119/Pkp2/Cdkn2b/Npy/Dusp16/H2-T23/Mthfd2/Gsta3/Asns/Gbp9/Pla1a/Adgre1/Maml1/Fam53c/Cyp1b1/Blnk/Slc11a1/Slpi/Ch25h/Oasl1/Lox/Pla2g4a/Ampd3/Schip1/Rnf19b/Lysmd3/Col5a1/Itga5/Ptk2b/Camsap1/Sla/Slc6a13/Zfp146/Jak2/Hspa1b/Snx10/Hcls1/Slamf7/Tjp1/Rbm28/Cxcl5/Hspa1a
BMI1_DN_MEL18_DN.V1_UP,126,0.580208984,1.817618985,6.41E-06,0.002504999,0.002231098,2797,"tags=38%, list=11%, signal=34%",Gal/Atf3/Has2/Csf1/Gadd45a/Col7a1/Fosl1/Lamb3/Slc1a4/Slc7a5/Podxl/Adm2/Plaur/Pthlh/Tnfaip6/Lrrc15/Bst1/Anxa3/Tnfrsf8/Trib3/Abca1/Marchf3/Inhba/Nkain1/Pappa/Adrb2/Cdc42ep2/Plat/Cxcl1/Adm/Adam19/Fap/Sik1/Nav2/Arl4c/Piezo1/Crispld2/Psat1/Wnt5b/C2cd2/Plekho1/Fjx1/Mt1/Micall1/Dusp10/Itga5/Ehd1/Atp13a2
GOMF_SERINE_HYDROLASE_ACTIVITY,160,0.549152728,1.764763999,6.46E-06,0.002504999,0.002231098,3115,"tags=25%, list=12%, signal=22%",Adam8/Tmprss11f/Prss12/Corin/Gzmb/Cfi/Cela1/Klk7/Prss56/Tmprss11b/Tmprss13/Mmp2/Scpep1/Ctsh/Klkb1/St14/Prss22/Tmprss6/Cfb/Htra3/Dpp4/Plat/Fap/F9/Rhbdl3/Hgfac/Masp1/Plau/C1rb/Naalad2/Klk1b16/Pcsk1/Prss55/C2/Masp2/Reln/Prss48/Ovch2/Prss8/Habp2
GOBP_KERATINIZATION,146,0.562000888,1.785535227,6.58E-06,0.002504999,0.002231098,3429,"tags=22%, list=13%, signal=19%",Sprr1a/Lce1f/Tchh/Krt76/Krt80/Sfn/Krt17/Krt6a/Dsc2/Sprr1b/St14/Krt4/Pkp2/Krt16/Krtap4-16/Dsg4/Cdsn/Krt24/Flg/Jup/Krt2/Krt73/Krt79/Dsg3/Lce6a/Krt13/Ivl/Krt14/Prss8/Dsc1/Lipk/Krt71
ONDER_CDH1_TARGETS_2_DN,402,0.459007953,1.570383275,6.60E-06,0.002504999,0.002231098,4905,"tags=37%, list=19%, signal=31%",Sprr1a/Sox9/Crybg1/Adam8/Serpinb1a/Xdh/Flrt3/Lamb3/Slc7a5/Tmem30b/Cdcp1/Sdc1/Cyp27b1/Tgfa/Mall/Pthlh/Fst/Ano1/Klk7/Epcam/P3h2/Sfn/Anxa3/Nsg1/Mapk13/Tmem132a/Gna15/S100a2/Krt17/Krt6a/Ctsh/Dsc2/Sprr1b/Serpina3m/Arhgap8/St14/Il4ra/Mreg/Stac/Inhba/Zhx2/Smpdl3b/Cldn7/Krt16/Kcnj15/Mcoln3/Steap1/Lama3/Artn/Adrb2/Cyb5r2/Galnt6/H2-Ob/Serpinb2/Prrg4/Ifi30/Cxcl1/Anxa8/Dhrs1/Ap1m2/Bace2/Arl4c/Epha1/Inpp4b/Mast4/Jup/Fermt1/Saa1/Pak6/Il1b/Pcdh7/Nmu/Epb41l4b/Plau/Slpi/Cobll1/Gprc5a/Irx4/S100a8/Dapp1/F11r/Pla2g4a/Slc6a8/Dsg3/C3/Ampd3/Bhlhe41/Slc6a15/Ptges/Map3k9/Krt13/Il15ra/Peli1/Fhod3/Dusp10/Arhgdib/Cblc/Trim29/Aqp3/Ivl/Spint2/S100a14/Cntnap2/Susd6/Krt14/Prss8/Arhgap25/Sema3c/Mtarc1/Cd44/Exph5/Spint1/Plxnb1/Snx10/Tmem40/Slc12a8/Zfp185/Trim34a/Thbd/Hook1/Lypd3/Akap1/Hdac9/Nbeal2/Slc3a2/Inava/Rab25/Tlr2/Ccng2/Slc7a8/Rps6ka1/Dusp6/Herc6/F3/Mctp2/Isg20/Adgre5/Bdkrb2/Zbed3/Ptgs2/Sfrp1/Ank3/Fgfbp1/Birc3/Mark1/Adgra3/Itgb4/Duox1/Tfpi2
