Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
REACTOME_MITOCHONDRIAL_TRANSLATION,92,-0.624416211,-2.136181286,3.43E-08,3.83E-05,3.15E-05,7701,"tags=73%, list=29%, signal=52%",Mrpl4/Mrpl51/Mrpl43/Mrps21/Oxa1l/Mrps14/Mrps16/Mrpl28/Mrps24/Mrpl48/Mrpl33/Mrpl39/Mrpl57/Mrpl42/Mrps6/Mrps15/Mrpl34/Mrpl54/Mrpl41/Tufm/Tsfm/Mrpl18/Mrpl23/Mrps33/Mrps36/Mrpl58/Mrps18b/Mtrf1l/Mrps30/Mrpl22/Mrpl36/Mtif3/Mrpl14/Mrpl19/Mrps18a/Mrpl37/Mrpl46/Mrps23/Mrrf/Mrpl13/Mrps34/Mrpl11/Aurkaip1/Mrpl16/Mrps28/Mrpl55/Mrpl12/Mrpl49/Mrpl21/Ptcd3/Gfm2/Dap3/Mrps25/Mrps31/Mrpl27/Mrps9/Mrpl47/Mrps12/Gadd45gip1/Eral1/Mrpl2/Mrpl38/Mrps2/Mrps11/Mrpl44/Mrps5/Gfm1
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN,344,0.554006534,1.664416188,4.12E-08,4.34E-05,3.58E-05,4162,"tags=34%, list=16%, signal=29%",Tubb6/S100a8/Col5a3/Bach1/Bmp1/Sdc1/Cdsn/Klk7/Plaur/Cavin1/Metrnl/Rab31/Gna15/Krt80/Pdpn/Krt14/Gjb2/Cdcp1/Vldlr/Sprr1b/Il13ra1/Fst/Mafb/Ap1m2/Frmd6/Adgrf4/Krt17/Mapk6/Bak1/C1qtnf6/Ulbp1/Krt6a/Cemip/Ell2/Phactr2/Abca12/Slc7a5/Ppard/Ereg/Rab38/Dusp7/Snx33/Lce3f/Tes/Ptgfrn/Krt16/Kcnk10/Prdm1/Gm12248/Pxn/Ankrd13a/Inhba/Adm/Dusp14/Dsc1/AI661453/Ngef/Synpo/Htra1/Tmem40/Card10/Prr9/Kctd11/Cdkn1a/Gpm6b/Pnp2/Inpp4b/Plekhm1/Mafk/Ticam1/S100a2/Mast4/Fem1c/Tpm4/Sh3pxd2b/Ptgs1/Trem1/Ehd1/Il36rn/Micall1/Gjb6/Psd4/Ltb4r1/Tmcc3/Plin3/Herc4/AA986860/Mrc1/Tnfaip1/Lima1/Hrh1/Tango6/Carhsp1/Jpt1/Mtpn/Slc30a4/Ocel1/Map7d1/Rab10/Slc38a7/Ehd2/Ston2/Serinc2/Ndel1/Csnk1e/Ttc39b/Igfl3/Slc27a4/Slc2a1/Mknk1/Gpr157/Ppp2r5b/Coro1c/Dlgap4/Dsp/Cd44/Nlrx1
MODULE_38,435,0.52395956,1.578845643,4.67E-08,4.66E-05,3.84E-05,4331,"tags=37%, list=16%, signal=31%",Atf3/Krt19/Tgfbi/S100a8/Anxa1/Cdc42ep1/Egfr/Ifi27l2b/Igfbp3/Ltbp1/Rin1/Bmp1/Sdc1/Serpine1/Itgb5/Abca1/Rab31/Ecm1/Col5a2/Pdpn/Tbx2/Krt14/Stab1/Procr/Smpdl3b/Cyp4b1/Lair1/Tnxb/Fosl2/Vwf/Gata3/Tfap2a/Gata2/Cited2/S100a11/Slco2b1/Cfd/Cldn7/Acot3/Dkk4/Tnfrsf1b/Ccnd1/Ets2/Tbc1d2b/Sh3bp1/Lama5/Zkscan7/Tnfrsf10b/Tram2/Pdgfb/Il1r1/Flna/Igf1/Lypd3/Col15a1/Nnat/Ppard/Csf3r/Tm4sf1/Rarres2/Adgrg6/Cxcl2/Tgfb1/Hrg/Gdf15/Rbp1/Cspg4/Eng/Kcnn4/Rab11fip5/Adm/Timp3/Fcgr2b/Tnnt3/Plin2/Ighg2b/Fam214b/Dhrs3/C1qb/Myh11/Mylk/Smagp/Anxa8/H2bc21/Clec3b/Wfs1/Col4a1/Cdkn1a/Tgm2/Per1/Apod/Pnp2/Il4ra/Timp2/Adam19/Mmp2/Sox10/Zyx/Ptgds/Fbln2/H2bc13/Epas1/Itga10/Ptgs1/Igf2/Trip6/Plekho2/Itga3/Ctsc/Chrnb1/Ptpro/Apoe/Psd4/Lad1/Dgka/Denn2b/Acot2/Cchcr1/Arl4c/Tnf/Ptp4a3/Amot/Fcgbp/Cryab/Dtx4/Tob2/Jag1/Lyn/Cdk2/Tead3/Ptpn9/Ramp2/Efs/Hcls1/Adgre5/Lhb/Sod3/Arhgap4/Scn1b/Ank3/Chpf/Slc2a1/Agxt/Pcolce/Serpinh1/Plxna2/Iqsec1/Neurl1a/Fgfr1/Emp2/Dsp/Adcy3/Mvp/Crip1/Efnb1/Slc4a2/Men1/Tgfbr3/Gadd45g
LIM_MAMMARY_STEM_CELL_UP,442,0.521788639,1.573390205,6.09E-08,5.78E-05,4.76E-05,3451,"tags=32%, list=13%, signal=28%",Tubb6/Has2/Aqp9/Ptgs2/Sox11/Egfr/Ccdc3/Pxdc1/Fgl2/Igfbp3/Cxcl14/Fhod3/Bach1/Bmp1/Cdh13/Snai2/Medag/Angptl2/Twist2/Col14a1/Mia/Col5a2/Pdpn/Tbx2/Krt14/Crlf1/Lamb3/Fst/Arc/Phlda3/Nsg1/Wif1/Neto2/Col7a1/Thbs1/Tsku/Postn/Ankrd1/Fgfrl1/Sema3c/Syde1/Rnf165/Lgals1/Slc38a5/Matn2/Sec24d/Vgll3/Cald1/Ntrk2/Slc2a3/Soga1/Slc1a3/Vim/Acta2/Ltbp4/Rarres2/Nnmt/Dusp7/Stac/Tes/Icam1/Thy1/Krt16/Egr3/Cspg4/Rhoj/Adarb1/Prdm1/Aebp1/Pdlim4/Pxn/Timp3/Nrcam/Itga1/Mrgprf/Fxyd1/Rnd3/Myh11/Mylk/Axl/Rab34/Htra1/Clmp/Pros1/Col5a1/Tamalin/Col4a1/Card10/Cdkn1a/Ngf/Ednrb/Vcan/Tmem178/Ccn2/Mmp2/Sdk2/Tcf7l1/Dipk2a/Ttyh2/Stard8/Lamb1/Epas1/Antxr1/Lmod1/Itgb1/Cdc42ep2/Evc/Sntb2/Elk3/Col18a1/Col4a2/Tcf4/Apoe/Irx4/Lbh/Lcat/Gsn/Ssh1/Psd2/Sh2d5/Sorbs1/Osr1/Arhgap20/Nrp2/Edaradd/Cryab/Bcar1/Nrp1/Klhl42/Jag1/Lama1/Lima1/Rapgef1/Slc12a4/Armh4/Ebf3/Wipf1/Nlgn2/Ctnnal1/Lims2/Sema5a
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,375,0.535219476,1.609594111,7.11E-08,6.42E-05,5.29E-05,3140,"tags=36%, list=12%, signal=32%",Tgfbi/S100a8/Anxa1/Mbl2/Col6a5/Lrrc15/Fgl2/Ltbp1/Col5a3/Serpinb1a/Cdh13/Srpx2/Wnt5b/Loxl2/Serpine1/Angptl2/Ecm1/Col14a1/Mmp28/Col5a2/Mst1/Timp1/Col19a1/Wnt5a/Lamb3/F7/Col10a1/Col7a1/Tnxb/Thbs1/Colq/C1qc/Nid1/Postn/Gpc2/Vwf/Pxdn/Adamtsl4/Lgals1/Matn2/Sema3b/Lama5/Tecta/Prelp/Mfge8/Adamts4/Ntng1/Mmrn2/Sparcl1/Pdgfb/Entpd2/Ccn3/Col27a1/Col15a1/Efemp1/Lamc2/Lgals3/Zg16/Ang/Adamts20/Ltbp4/Thbs4/Rarres2/Serpinb8/Ctss/Tgfb1/Hrg/Gdf15/Icam1/Smoc2/Cspg4/Apoa4/Aebp1/Hmcn2/Ccdc80/Ssc5d/Timp3/Angptl7/Plscr1/Tnc/Scara3/C1qb/Spon1/Wnt8a/Htra1/Anxa8/Col8a1/Clec3b/Sparc/Loxl1/Ntng2/Col5a1/Thbs2/Col4a1/Nid2/Tgm2/Fras1/Sdc3/Vcan/Ccn2/Timp2/Adam19/Mmp2/Fbln2/Vwa1/Lama2/C1qa/Lamb1/Gpc5/Thbs3/Frem3/Angptl4/Cdh2/Col18a1/Ctsc/Col4a2/Dag1/Apoe/Acan/Lad1/Gdf10/Spp2/Fbln5/Ctsh/Itih1/Col25a1/Egflam/Mdk/Angpt2/Bgn/Anxa4/Sdc2/Lama1/Tnn
MODULE_84,485,0.506045489,1.53158569,1.14E-07,9.69E-05,7.98E-05,3392,"tags=35%, list=13%, signal=31%",Krt19/Tgfbi/Aqp9/S100a8/Anxa1/Ifi27l2b/Fgl2/Itpr1/Igfbp3/Cx3cr1/Olr1/Rhoh/Cxcl16/Bmp1/Sdc1/Ccnf/H2-Q10/Tnfaip6/Serpine1/Tlr2/Abca1/Rab31/Gmfg/Gna15/Cd37/Cyp1b1/Mst1/Krt14/H2-Aa/Fst/Ms4a7/Lair1/Tnxb/Trim5/Mafb/C1qc/Vwf/C3ar1/Kcnq3/S100a11/Adamtsl4/Slco2b1/Cfd/Il2rb/Plbd1/Cadps2/Dkk4/Cxcr4/Tnfrsf1b/H2-Ab1/Mat1a/Ltb/Gbp2/Cd2/Qpct/Ccnd1/Ptprc/Tbc1d2b/Stom/Napsa/Il2rg/Pde2a/Tlr1/St6galnac4/Tnfrsf10b/Fpr1/Lrit1/Cd300a/Ccl7/Il1r1/Entpd2/Stk17b/Gzmb/H2-Q7/Itpr3/Nnat/Dhrs2/Lgals3/Csf3r/Acta2/Gch1/Rarres2/Nnmt/Cyth4/Gstm2/Ctss/Cxcl2/Vcam1/Icam1/Spsb1/Rbp1/Aebp1/Mpo/Aif1/Eng/Ccl2/Adm/Alox5ap/Fcgr2b/Plscr1/Csf1r/Plin2/Ighg2b/Fam214b/Dhrs3/C1qb/Myh11/Ccl19/Acp5/Clec3b/Parp12/Spib/Tgfbr2/Col4a1/Isg20/Ackr1/Cdkn1a/Tgm2/Per1/Cd74/Apod/Enpp1/Vcan/Ikzf1/Il4ra/Timp2/Acsl1/Adam19/Arhgdib/Zyx/Cybb/Ptgds/Evi2a/Lck/Dnase1l3/Pde4b/Birc3/Itga10/Tnfrsf13b/Plekho2/Mal/Ctsc/Apoe/Psd4/Ccl21a/Dgka/Ppl/Il1rap/Aoah/Tnfaip8/Il10ra/Cchcr1/Ifi44l/Tnf/Six6/Alox5/Ptp4a3/Mdk/Muc1/Cryab/Mrc1/Plekho1/Lyn/Basp1/Gmeb1/Sds/Apoc1/Arhgdig/Ramp2/Olfml2b/St3gal5/Hcls1
ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF,448,0.519074545,1.567502899,1.18E-07,9.69E-05,7.98E-05,5430,"tags=41%, list=21%, signal=33%",Sox9/Has2/Pmaip1/Fosl1/Bach1/Ptx3/Gramd3/Snai2/Tpbg/Smad3/Tlr2/Areg/Aqp3/Cdcp1/Bend7/Lamb3/Kcnj15/Fst/Irx3/Arhgef2/Gadd45a/Thbs1/Gpc2/Grm4/Sinhcaf/Csrp1/Gabrq/Ankrd28/Dennd2c/Gbp2/Matn2/Filip1l/Mapk6/Ackr3/Tgfa/Serpinb2/Ier5/Zfp558/Il1r1/Cald1/Stk17b/4933402N03Rik/Lamc2/Ereg/Nrip1/Socs2/Tm4sf1/Serpinb8/Dusp7/Irs2/Itgb8/Krt16/Jun/Cdv3/Sgk1/Cnn2/Ankrd13a/Ahr/Pvr/Arl13b/Tnc/Etl4/Parp12/S1pr3/Atp2c2/Srf/Reep3/Epgn/Osr2/Col4a1/Tmem40/Stk31/Tafa2/Dipk2a/Rnh1/Smox/Gprc6a/Adrb2/Itgb1/Stk40/Rps6ka3/Sertad1/Tpm4/Angptl4/Ehd1/Dock5/Abl2/Atf1/Lyst/Acan/Aff4/Lbh/Socs5/Ctsh/Arhgap6/Afdn/Vcl/Arl4c/Itpkc/Zfp36l2/Nphp3/Camk2d/Grk6/Fhl2/Bcar1/Tnfaip1/Zfp217/Nrp1/Pnpla8/Lyn/Abhd2/Adam17/Zfp281/Serpinb3a/Il6ra/Septin10/Dyrk1b/Fam83g/Ptpn1/Sh3bp5/Numbl/Btg1/Sgtb/Ago2/Srd5a2/Mocs3/Shisa3/Ehd4/Zfp661/Myo5b/Cebpg/Zfand5/Eef2k/Sipa1l2/Tcaf1/Axin1/Hipk3/Noc3l/S100a16/Cdk2ap1/Frmd8/Rnf19b/Dgkd/Daam1/Il6st/Tollip/Socs6/Nt5dc3/Spag5/Synj2/H2ac1/Sdc4/Olfr1309/Rassf9/Cab39/Atp6v0a1/Ctbp2/Gdf3/Ldhal6b/Wrn/Hif1a/Itprid2/Taf2/Pdcd1lg2/Pip5k1a/Nufip1/Cnn3/Lrig2/Rgmb/Chst15/Dst/Rab8b/Fbxo33/Pard6b/Arid5b/Rhob/Arsi/Tiam1/Cdk17/Prkag2/Klf6/Bmp2k/Mat2a
DELYS_THYROID_CANCER_UP,410,0.528367049,1.589571062,1.23E-07,9.69E-05,7.98E-05,3031,"tags=31%, list=12%, signal=28%",Krt19/Has2/Crybg1/Pmaip1/Anxa1/Igfbp3/Cx3cr1/Chst2/Bcat1/Sdc1/Spint1/Igf2bp2/Loxl2/Tnfaip6/Tlr2/Itgb5/Inhbb/Areg/Ecm1/Cyp1b1/Col5a2/Timp1/Krt14/Crlf1/Lamb3/Ly6e/Mpzl2/Il13ra1/Col10a1/Dsc2/C4b/Trim5/Thbs1/Dpp4/Mall/Plcd1/C3ar1/Pxdn/Samd4/Kcnq3/S100a11/Cldn7/Trem2/Krt17/Lgals1/Gbp2/Slc6a1/Qpct/Ccnd1/Tgfa/Hey2/S100a5/Mfge8/Krt6a/Tnfrsf10b/Map2/Ccl7/Slc7a5/Abcc3/Itpr3/Lamc2/Ptk7/Lgals3/Pon2/Ereg/Nrip1/Eps8/Ctss/Stac/Gdf15/Icam1/Prdm1/Pdlim4/Plxnb1/Ccl2/Kcnn4/Inhba/Adm/Alox5ap/S100a1/Nrcam/Csf1r/Plin2/Tnc/Crabp2/Dhrs3/C1qb/Anxa8/Col8a1/Odc1/Plaat3/Pros1/Thbs2/Cdkn1a/Tgm2/Tnfrsf21/Pnp2/Rreb1/Vcan/Arhgdib/S100a2/St14/Cfi/C1qa/Cks2/Ucp2/Trem1/Ryr1/Itga3/Pbx3/Cdh2/Cttn/Ctsc/Tax1bp3/Apoe/Ppl/Il1rap/Tnfrsf1a/Igsf1/Ctsh/Il10ra/Fyn/Nrp2/Alox5/Ptp4a3/Mdk/Muc1/Dtx4/Mrc1
GOBP_KERATINOCYTE_DIFFERENTIATION,214,0.592348058,1.744921531,1.29E-07,9.80E-05,8.07E-05,1823,"tags=20%, list=7%, signal=18%",Krt19/Sprr1a/Anxa1/Lipn/Dsg2/Krt76/Clic4/Krt9/Krt73/Cdsn/Krt24/Cd109/Aqp3/Krt80/Casp3/Krt14/Lce1f/Dsc3/Sprr1b/Wnt5a/Dsc2/Krt71/Fosl2/Krt17/Krt81/Dsg3/Cyp27b1/Krt6a/Abca12/Ereg/Rbpj/Tchh/Lce3f/Intu/Krt16/Dsc1/Rock2/Zfp36l1/Krtap4-16/Akr1cl/Pkp2/Krt20
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,110,-0.573718996,-2.033462947,1.48E-07,0.000107372,8.84E-05,8070,"tags=79%, list=31%, signal=55%",Cox4i1/Ndufb1/Cox18/Atp5d/Uqcrb/Cycs/Ndufb4/Ndufb6/Ecsit/Ucp1/Atp5h/Cox7c/Ndufs6/Atp5g1/Sdhc/Ndufa2/Ndufaf1/Ndufb2/Ndufa1/Cox11/Atp5j2/Ndufa12/Cox6b1/Etfb/Ndufa7/Atp5pb/Acad9/Dmac2l/Uqcr11/Ndufa4/Trap1/Atp5k/Ndufb9/Cox16/Uqcrh/Cox6a1/Cox8a/Sdha/Atp5c1/Ndufaf2/Ndufs1/Ndufb11/Uqcrc2/Ndufa9/Cox7b/Atp5a1/Ndufb7/Cox7a2l/Cox5b/Atp5e/Cox14/Ndufa13/Atp5o/Ndufs8/Atp5b/Ndufs4/Atp5j/Ndufb3/Cyc1/Ndufs7/Ndufa3/Ndufb10/Atp5g3/Sdhb/Ndufaf7/Ndufb5/Atp5g2/Ndufa10/Etfdh/Ndufs2/Ndufc2/Surf1/Ndufa8/Ndufa11/Ndufv2/Ndufab1/Ndufb8/Uqcrc1/Ndufv1/Sdhd/Ndufs3/Tmem126b/Etfa/Uqcrfs1/Ndufaf5/Ndufaf3/Ndufaf6
REN_ALVEOLAR_RHABDOMYOSARCOMA_DN,397,0.52619511,1.584099458,1.53E-07,0.000107372,8.84E-05,5061,"tags=34%, list=19%, signal=27%",Tgfbi/Anxa1/Egfr/Pxdc1/Igfbp3/Clic4/Ptx3/Tnfrsf12a/Bmp1/Gramd3/Srpx2/Tpbg/Smad3/Loxl2/Plaur/Cavin1/Rab31/Scpep1/Ecm1/Col5a2/Timp1/Ly6e/Tmem43/Il13ra1/Thbs1/Fndc3b/Rhoc/Mmp14/Twist1/Sema3c/Qpct/Ccnd1/Tfpi2/Sec24d/Ptges/Mfge8/Cemip/Gulp1/Ell2/Tram2/Efemp1/Fkbp11/Tm4sf1/Nnmt/Tgfb1/Eng/Cnn2/Rab11fip5/Inhba/Dusp14/Scara3/Tnfrsf11b/Mylk/Axl/Tmem45a/Htra1/Uap1/Col8a1/Tgfbr2/Loxl1/Col5a1/Thbs2/Ngf/Vcan/Ccn2/Timp2/Mmp2/Zyx/Adam10/Jak1/Epas1/Fzd2/Osmr/Tpm4/Bdnf/Elk3/Lox/Ehd1/Cttn/Pdgfc/Pkd2/Lbh/Gsn/Ssh1/Tnfrsf1a/Fbln5/Ids/Smurf2/Txndc5/Plat/Slc39a14/Serp1/Arl4c/Fhl2/Ndst1/Nrp1/Lima1/Steap1/Cdr2/Creb3l2/Swap70/Ndel1/Rras/Cmtm6/Clic1/Cast/Pcolce/Lpp/Msn/Gns/Rab32/Ap1s1/Ptpn13/Tfe3/Parva/Bag3/Efemp2/Serpine2/Rac1/Endod1/Vamp3/Rhbdf1/Iqgap1/Lpar1/Clip1/Mtmr6/Nsmaf/Slc39a6/Atp10d/Ugdh/Sidt2/Cat/Rap1b
GSE45365_NK_CELL_VS_CD11B_DC_DN,184,0.603882918,1.767079623,2.05E-07,0.000138828,0.000114339,2771,"tags=38%, list=11%, signal=34%",Tubb6/S100a8/Fosl1/Cxcl14/Olr1/Phlda1/Clic4/AA467197/Ptx3/Adam8/Smim3/Rnd1/Igf2bp2/Serpine1/Inhbb/Twist2/Rab31/Cd300lb/Timp1/Fst/Has1/Osm/Mafb/Fosl2/Cyp4f18/Plbd1/Ets2/Stom/Slc15a3/Ptges/Adamts4/Ier5/Clec4e/Flna/Slc7a5/Slc2a3/Csf3r/Gch1/Rnf122/Pgm2/Stat5a/Tm4sf1/Cyth4/Cxcl2/Tgfb1/Mpeg1/Icam1/Krt16/Plscr1/Marcksl1/Uap1/S1pr3/Epgn/Zfand2a/Tgm2/Ngf/Arhgdib/Jak1/Has3/Efhd2/Osmr/Pde4b/Birc3/Sntb2/Nfil3/Trem1/Ptpn12/Tle3/Sh2d5
GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN,183,0.605461822,1.773304182,2.22E-07,0.000139568,0.000114949,5667,"tags=44%, list=22%, signal=35%",Tubb6/Nts/Ptgs2/Fgl2/Clic4/Smim3/Medag/Inhbb/Timp1/Has1/Avpr1a/Hrh2/Niban1/Gbp2/Mapk6/Tfpi2/Slc15a3/Fgd6/Adamts4/St6galnac4/Ccl7/Gzmb/Lamc2/Cd276/Ereg/Stat5a/Tm4sf1/Spsb1/Epb41l4a/Ccl2/Adm/Cacna2d1/Plscr1/Marcksl1/Crybb3/Cdkn1a/Apod/Glipr2/Zbp1/Cybb/Nfil3/Ehd1/Mycn/Asb4/Ptpn12/Il10/Tdrd7/Plat/Ramp3/Nr6a1/Basp1/Daxx/Rtp4/Tasor2/Kcne4/Zfand5/Adora2b/Phyhipl/Cd44/Rin2/Slc25a22/Ifih1/Sdc4/Cd164/Txnrd1/B3galnt1/Rab20/Adar/Hif1a/Gm13889/Rap1b/Txnrd3/Arsi/Zbtb32/Larp1/Sh3gl3/Klf6/Dusp16/Tnfrsf9/Maff/Socs1
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,354,0.530202299,1.594067615,2.26E-07,0.000139568,0.000114949,3051,"tags=33%, list=12%, signal=30%",Wt1/Sox9/Has2/Tgfbi/Fscn1/Mmp16/Col5a3/Ptx3/Dmp1/Bmp1/Adam8/Spint1/Klk7/Smad3/Loxl2/Serpine1/Itgb5/Cyp1b1/Col14a1/Mia/Madcam1/Mmp28/Col5a2/Timp1/Pdpn/Ddr2/Col19a1/Fermt1/Lamb3/Col10a1/Has1/Itga4/Col7a1/Tnxb/Thbs1/Colq/Dpp4/Nid1/Postn/Vwf/Pxdn/Mmp14/Adamtsl5/Itga7/Adamtsl4/Papln/Tnfrsf1b/Lama5/Adamts4/Ntng1/Pdgfb/Col27a1/Col15a1/Lamc2/Adamts20/Ctss/Tgfb1/Vcam1/Icam1/Itgb8/Smoc2/Aebp1/Icam5/Eng/Ccdc80/Angptl7/Adamts12/Itga1/Tnc/Tnfrsf11b/Myh11/Htra1/Col8a1/Sparc/Loxl1/Ntng2/Col5a1/Col4a1/Nid2/Gpm6b/Vcan/Ccn2/Timp2/Adam19/Mmp2/Rgcc/Adam10/Fbln2/Vwa1/Lama2/Lamb1/Antxr1/Has3/Itgb1/Bcan/Itga10/Sh3pxd2b/Lox/Atxn1l/Itga3/Col18a1/Col4a2/Dag1/Acan/Serpinb5/Mmp19/Tnfrsf1a/Fbln5/Atp7a/Tnf/Itgb3/Egflam/Klk1b3/Sh3pxd2a/F11r/Bgn/Foxc2
GOBP_SKIN_DEVELOPMENT,311,0.544133278,1.628560541,2.28E-07,0.000139568,0.000114949,2892,"tags=23%, list=11%, signal=21%",Sox9/Krt19/Sprr1a/Anxa1/Lipn/Egfr/Dsg2/Krt76/Col5a3/Clic4/Krt9/Krt73/Cdsn/Krt24/Gal/Cd109/Aqp3/Krt80/Casp3/Col5a2/Krt14/Lce1f/Dsc3/Sprr1b/Wnt5a/Fermt1/Fst/Dsc2/Krt71/Fosl2/Gata6/Krt17/Dkk4/Ltb/Krt81/Dsg3/Lama5/Cyp27b1/Krt6a/Abca12/Ereg/Rbpj/Tchh/Lce3f/Intu/Krt16/Inhba/Dsc1/Rock2/Zfp36l1/Krtap4-16/Akr1cl/Pkp2/Krt20/Srf/Col5a1/Fras1/Sostdc1/Lce6a/St14/Flg2/Slitrk5/Ryr1/Itga3/Arrdc3/Ldb1/Ppl/Smad4/Ugcg/Atp7a/Sav1/Tnf
GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION,88,-0.601603894,-2.039901094,2.56E-07,0.000147706,0.000121651,7701,"tags=73%, list=29%, signal=52%",Mrpl4/Mrpl51/Mrpl43/Mrps21/Oxa1l/Mrps14/Mrps16/Mrpl28/Mrps24/Mrpl48/Mrpl33/Mrpl39/Mrpl57/Mrpl42/Mrps6/Mrps15/Mrpl34/Mrpl54/Mrpl41/Mrpl18/Mrpl23/Mrps33/Mrps36/Mrpl58/Mrps18b/Mtrf1l/Mrps30/Mrpl22/Mrpl36/Mrpl14/Mrpl19/Mrps18a/Mrpl37/Mrpl45/Mrpl46/Mrps23/Mrrf/Mrpl13/Mrps34/Mrpl11/Aurkaip1/Mrpl16/Mrps28/Mrpl55/Mrpl12/Mrpl49/Mrpl21/Ptcd3/Gfm2/Dap3/Mrps25/Mrps31/Mrpl27/Mrps9/Mrpl47/Mrps12/Gadd45gip1/Eral1/Mrpl2/Mrpl38/Mrps2/Mrps11/Mrpl44/Mrps5
SERVITJA_ISLET_HNF1A_TARGETS_UP,170,0.603235399,1.749388592,2.59E-07,0.000147706,0.000121651,2667,"tags=39%, list=10%, signal=35%",Atf3/Anxa1/Csf1/Serpinb1a/Sdc1/Chl1/Snai2/H2-Q10/Smad3/Cyp1b1/Pnliprp2/Col5a2/Procr/H2-Aa/Fst/Cnr1/C1qc/Postn/Rhoc/Mmp14/Itga7/Ccn4/Lgals1/Slc15a3/Gap43/Sparcl1/Stk17b/Notch2/Abcc3/H2-Q7/Efemp1/Lgals3/Vim/Parp3/Rab38/Ifitm1/Vcam1/Thy1/Egr3/Nr2f1/Aebp1/Ccl2/Cnn2/Psg22/Scara3/C1qb/Phox2b/Htra1/Thbs2/Tgm2/Timp2/Arhgdib/Gab1/Pcdh15/Adcyap1/Hps1/Zfhx4/Gsta1/Fabp7/Dclk1/Col18a1/Ctsc/Ptpro/Apoe/Ifitm3/Meis2
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP,357,0.5381191,1.618488558,2.65E-07,0.000147706,0.000121651,3467,"tags=26%, list=13%, signal=23%",Tubb6/Dach2/Flrt3/Egfr/Dsg2/Neto1/Olr1/Tnfrsf12a/Spint1/Anxa3/H2-Q10/Igf2bp2/Smad3/Cavin1/Krt80/Col5a2/Gjb2/Plin5/Gadd45a/Trim5/Thbs1/Rhoc/Podxl/Ankrd1/Cited2/Krt17/Gbp2/Matn2/Ackr3/C1qtnf6/Lama5/Tgfa/Nav2/Tnfrsf10b/Lhfpl2/Plcd3/Cotl1/H2-Q7/Efemp1/Rras2/Slc9a7/Acta2/Adgrg6/2900026A02Rik/Krt16/Cyp2s1/Jun/Kcnn4/Cnn2/Adm/Timp3/Gpr1/Tor3a/Mylk/Smagp/Sash1/H2bc21/Dkk1/S1pr3/Plaat3/Kitl/Lmf2/Blcap/Inpp4b/Timp2/Zbed4/Zyx/Epas1/Adrb2/Itgb1/Upk2/Angptl4/Cdh2/Cttn/Gjb6/Fbxo32/Ppl/Gsn/Hebp1/Vcl/Fyn/Slc4a11/Plxna1/Zfp36l2/Tubb3/Fhl2/Dbn1/Basp1/Slc12a4/Nin/Flnb/Pmepa1/Crkl/Zmat3
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,90,-0.590882499,-2.025370336,3.86E-07,0.000209097,0.000172213,8019,"tags=78%, list=30%, signal=54%",Ndufb1/Cox18/Ndufb4/Ndufb6/Ecsit/Foxred1/Taz/Dmac2/Ndufs6/Oxa1l/Ndufa2/Coa4/Ndufaf1/Ndufb2/Ndufa1/Ndufa12/Smim20/Ndufa7/Acad9/Ndufb9/Cox16/Coa8/Coa3/Sdhaf3/Sdhaf4/Dmac1/Ndufaf2/Pet100/Ndufs1/Ndufb11/Cox17/Uqcc3/Immp2l/Ndufa9/Uqcc1/Ndufb7/Cox14/Chchd4/Ndufa13/Sdhaf2/Ndufs8/Ndufs4/Ndufb3/Ndufaf8/Ndufs7/Ndufa3/Ndufb10/Ndufaf7/Ndufb5/Oma1/Ndufa10/1190007I07Rik/Samm50/Ndufs2/Ndufc2/Surf1/Ndufa8/Ndufa11/Ndufv2/Ndufab1/Ndufb8/Ndufv1/Ndufs3/Tmem126b/Bcs1l/Uqcrfs1/Ndufaf5/Ndufaf3/Ndufaf6/Timm21
